1;3446;1210;38;1;818028.00
2;4308;398;60;2;209394.00
3;3662;88;117;2;889466.00
4;2246;379;108;2;303716.00
5;3701;2946;89;2;870422.00
6;3749;586;19;2;515155.00
7;3587;2941;192;2;885822.00
8;134;2957;166;2;670187.00
9;2317;4324;18;2;860107.00
10;4914;859;108;2;98785.00
11;2237;3397;118;2;826685.00
12;3120;4741;142;2;499402.00
13;3775;4498;200;2;183621.00
14;2473;3592;207;2;711046.00
15;3350;995;112;3;802496.00
16;3934;3205;79;3;552567.00
17;633;1350;132;3;978658.00
18;1009;4439;181;3;577699.00
19;1195;2561;213;3;874334.00
20;3790;2223;209;3;540818.00
21;4955;1034;119;3;961657.00
22;3125;1492;13;3;566629.00
23;1214;1977;63;3;396461.00
24;2530;363;129;3;402007.00
25;4162;2651;135;3;927877.00
26;3957;2789;183;3;439286.00
27;595;949;80;3;743630.00
28;625;3188;183;4;558615.00
29;1929;892;138;4;752790.00
30;2000;4111;70;4;615093.00
31;9;3116;55;4;519418.00
32;4566;1032;118;4;221007.00
33;1432;2726;160;4;569251.00
34;3315;2219;208;4;127686.00
35;4819;484;53;4;504978.00
36;3600;1338;59;4;344580.00
37;565;897;72;5;543919.00
38;2356;4976;35;5;351835.00
39;4509;4153;51;5;6624.00
40;2964;3504;104;5;310109.00
41;2816;3676;192;5;166227.00
42;1310;1984;19;5;812527.00
43;2352;523;4;5;980228.00
44;4519;2389;175;5;564531.00
45;953;1583;195;5;699264.00
46;4851;4835;175;5;674589.00
47;4245;1320;116;6;136175.00
48;2556;1286;208;7;589141.00
49;3738;3071;31;7;831198.00
50;2868;3341;193;7;426529.00
51;4675;684;144;7;33991.00
52;4104;553;172;7;270206.00
53;4880;3375;31;8;334446.00
54;1925;2392;147;8;498688.00
55;4332;3000;85;8;272055.00
56;275;919;91;8;335702.00
57;2763;627;27;8;601479.00
58;2206;172;148;8;767033.00
59;2360;1786;34;9;715010.00
60;4606;171;107;9;355565.00
61;988;212;139;9;508145.00
62;2472;1163;175;9;998897.00
63;2100;3431;87;9;850830.00
64;3639;1027;209;9;814323.00
65;130;1214;125;9;132084.00
66;3549;673;48;9;719368.00
67;3695;1358;135;9;84541.00
68;2020;3573;211;10;445035.00
69;4647;465;115;10;126859.00
70;1995;3455;184;10;94004.00
71;1924;4564;125;11;798956.00
72;552;3122;13;11;915194.00
73;4469;2783;24;11;22074.00
74;4434;812;79;11;440869.00
75;3700;1946;160;11;471297.00
76;4657;2110;57;11;422177.00
77;4543;3239;120;11;600626.00
78;1192;4463;108;11;924203.00
79;2746;250;172;11;298289.00
80;156;698;196;12;300127.00
81;3000;4037;176;12;407268.00
82;3578;4135;192;12;159855.00
83;3571;2767;47;12;55574.00
84;2383;3796;13;12;132048.00
85;2476;1364;80;12;681701.00
86;2780;282;156;12;436787.00
87;2333;4968;171;12;184769.00
88;1447;2006;91;12;151536.00
89;1858;475;135;12;968315.00
90;701;3711;73;13;525057.00
91;3021;496;14;13;689175.00
92;347;171;90;13;738941.00
93;3753;407;45;13;824472.00
94;400;1984;29;13;88832.00
95;3565;2129;170;15;54551.00
96;626;1433;55;15;160394.00
97;343;4879;120;15;139510.00
98;1778;3143;37;15;874569.00
99;2903;1383;130;15;310672.00
100;2433;4890;146;15;104768.00
101;1611;2448;142;15;817832.00
102;4419;4507;174;15;961096.00
103;524;47;15;15;953921.00
104;1553;560;44;15;158140.00
105;2718;4447;158;15;886660.00
106;3252;3729;63;17;726499.00
107;183;3781;110;17;862557.00
108;4413;2619;206;17;184123.00
109;3260;2561;122;17;526046.00
110;874;4541;22;17;912882.00
111;1130;178;83;17;374488.00
112;3565;1724;43;17;941360.00
113;935;1014;213;18;870940.00
114;363;4602;106;18;418045.00
115;1345;2581;99;18;156265.00
116;4970;3476;115;18;647376.00
117;2104;2582;64;18;860094.00
118;4618;2279;27;18;80091.00
119;1236;3386;89;18;948375.00
120;3518;4241;107;19;675446.00
121;746;1800;58;19;409726.00
122;2438;1242;69;20;340947.00
123;532;179;19;20;638860.00
124;2677;4993;27;20;742923.00
125;3344;247;4;20;663787.00
126;4992;4546;4;20;970283.00
127;1645;174;143;20;691842.00
128;1340;2704;123;20;139742.00
129;1818;3299;90;20;399785.00
130;2305;65;206;21;759978.00
131;4525;554;161;21;154276.00
132;3559;2701;131;21;703173.00
133;2714;2425;29;21;103102.00
134;2081;4599;189;22;18944.00
135;2489;2167;122;22;559961.00
136;1161;2645;58;22;374458.00
137;1314;4987;174;22;942078.00
138;2512;3889;25;22;99046.00
139;486;3930;93;22;103457.00
140;940;1690;213;22;476546.00
141;1538;1470;212;22;94829.00
142;2445;1863;13;23;145409.00
143;3427;166;2;23;225231.00
144;4873;4130;16;23;218376.00
145;1394;1394;123;23;667858.00
146;3498;1881;163;23;408926.00
